MacroPlot Purpose,MacroPlot UTM X,MacroPlot UTM Y,MacroPlot UTM Zone,MacroPlot Name,Monitoring Status,Date,Index,Transect,Azimuth,Slope,OneHr,TenHr,HunHr,FWDFuConSt,Comment,UV1,UV2,UV3,NumTran,OneHrTranLen,TenHrTranLen,HunHrTranLen,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited
Enterprise,405623,5321161,11,FPIPO1D10-19,03Year05,10/5/2019 14:12,-2147483646,3,204,10,6,0,0,LARO,,,,,,,,,,,,,,,
Enterprise,405623,5321161,11,FPIPO1D10-19,03Year05,10/5/2019 14:12,-2147483645,4,253,10,22,7,0,LARO,,,,,,,,,,,,,,,
Enterprise,405921,5321059,11,FPIPO1D10-18,00Pre,5/30/2008 9:31,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Enterprise,405921,5321059,11,FPIPO1D10-18,00Pre,5/30/2008 9:31,-2147483648,1,203,35,1,3,5,LARO,,,,,,,,,,,,,,,
Enterprise,405921,5321059,11,FPIPO1D10-18,00Pre,5/30/2008 9:31,-2147483647,2,256,30,4,11,1,LARO,,,,,,,,,,,,,,,
Enterprise,405921,5321059,11,FPIPO1D10-18,00Pre,5/30/2008 9:31,-2147483646,3,328,7,20,8,1,LARO,,,,,,,,,,,,,,,
Enterprise,405921,5321059,11,FPIPO1D10-18,00Pre,5/30/2008 9:31,-2147483645,4,128,12,15,9,0,LARO,,,,,,,,,,,,,,,
Enterprise,405921,5321059,11,FPIPO1D10-18,03Post,6/21/2015 14:28,,,,,,,,,,,,,4,6,6,12,JRZ; BAF,LGG,,,,,TRUE
Enterprise,405921,5321059,11,FPIPO1D10-18,03Post,6/21/2015 14:28,-2147483648,1,203,35,1,8,0,LARO,,,,,,,,,,,,,,,
Enterprise,405921,5321059,11,FPIPO1D10-18,03Post,6/21/2015 14:28,-2147483647,2,256,30,7,11,2,LARO,,,,,,,,,,,,,,,
Enterprise,405921,5321059,11,FPIPO1D10-18,03Post,6/21/2015 14:28,-2147483646,3,328,7,8,8,0,LARO,,,,,,,,,,,,,,,
Enterprise,405921,5321059,11,FPIPO1D10-18,03Post,6/21/2015 14:28,-2147483645,4,128,12,10,11,3,LARO,,,,,,,,,,,,,,,
Enterprise,405921,5321059,11,FPIPO1D10-18,03Year01,6/21/2015 14:29,,,,,,,,,,,,,4,6,6,12,JRZ; BAF,BAF,,,,,TRUE
Enterprise,405921,5321059,11,FPIPO1D10-18,03Year01,6/21/2015 14:29,-2147483648,1,203,35,1,8,0,LARO,,,,,,,,,,,,,,,
Enterprise,405921,5321059,11,FPIPO1D10-18,03Year01,6/21/2015 14:29,-2147483647,2,256,30,7,11,2,LARO,,,,,,,,,,,,,,,
Enterprise,405921,5321059,11,FPIPO1D10-18,03Year01,6/21/2015 14:29,-2147483646,3,328,7,8,8,0,LARO,,,,,,,,,,,,,,,
Enterprise,405921,5321059,11,FPIPO1D10-18,03Year01,6/21/2015 14:29,-2147483645,4,128,12,10,11,3,LARO,,,,,,,,,,,,,,,
Enterprise,405921,5321059,11,FPIPO1D10-18,03Year02,9/22/2016 11:22,,,,,,,,,,,,,4,6,6,12,MJ.SH,MJ.SH,,,,,TRUE
Enterprise,405921,5321059,11,FPIPO1D10-18,03Year02,9/22/2016 11:22,-2147483648,1,203,35,0,6,1,LARO,,,,,,,,,,,,,,,
Enterprise,405921,5321059,11,FPIPO1D10-18,03Year02,9/22/2016 11:22,-2147483647,2,256,30,2,11,6,LARO,,,,,,,,,,,,,,,
Enterprise,405921,5321059,11,FPIPO1D10-18,03Year02,9/22/2016 11:22,-2147483646,3,328,7,5,16,1,LARO,,,,,,,,,,,,,,,
Enterprise,405921,5321059,11,FPIPO1D10-18,03Year02,9/22/2016 11:22,-2147483645,4,128,12,1,8,5,LARO,,,,,,,,,,,,,,,
Enterprise,405921,5321059,11,FPIPO1D10-18,03Year05,10/6/2019 14:11,,,,,,,,,,,,,4,6,6,12,JLB; IW,JLB; IW,,,,,TRUE
Enterprise,405921,5321059,11,FPIPO1D10-18,03Year05,10/6/2019 14:11,-2147483648,1,203,35,0,18,5,LARO,,,,,,,,,,,,,,,
Enterprise,405921,5321059,11,FPIPO1D10-18,03Year05,10/6/2019 14:11,-2147483647,2,256,30,0,12,5,LARO,,,,,,,,,,,,,,,
Enterprise,405921,5321059,11,FPIPO1D10-18,03Year05,10/6/2019 14:11,-2147483646,3,328,7,3,8,1,LARO,,,,,,,,,,,,,,,
Enterprise,405921,5321059,11,FPIPO1D10-18,03Year05,10/6/2019 14:11,-2147483645,4,128,12,2,8,3,LARO,,,,,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,00Pre,7/21/2001 0:00,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Evans ,424659,5395392,11,FPIPO1D10-09,00Pre,7/21/2001 0:00,1,1,317,0,0,3,0,LARO,From FMH DFTRANS 1057,,, fuel1_fuel,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,00Pre,7/21/2001 0:00,2,2,82,4,2,3,0,LARO,From FMH DFTRANS 1057,,, fuel2_fuel,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,00Pre,7/21/2001 0:00,3,3,36,5,6,2,3,LARO,From FMH DFTRANS 1057,,, fuel3_fuel,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,00Pre,7/21/2001 0:00,4,4,312,1,9,4,1,LARO,From FMH DFTRANS 1057,,, fuel4_fuel,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,04Post,5/14/2004 0:00,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Evans ,424659,5395392,11,FPIPO1D10-09,04Post,5/14/2004 0:00,1,1,317,0,1,4,0,LARO,From FMH DFTRANS 1057,,, fuel1_fuel,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,04Post,5/14/2004 0:00,2,2,82,4,1,1,0,LARO,From FMH DFTRANS 1057,,, fuel2_fuel,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,04Post,5/14/2004 0:00,3,3,36,5,2,1,3,LARO,From FMH DFTRANS 1057,,, fuel3_fuel,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,04Post,5/14/2004 0:00,4,4,312,1,3,0,2,LARO,From FMH DFTRANS 1057,,, fuel4_fuel,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,04Year01,7/2/2005 16:55,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Evans ,424659,5395392,11,FPIPO1D10-09,04Year01,7/2/2005 16:55,1,1,317,0,0,1,0,LARO,,,, fuel1_fuel,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,04Year01,7/2/2005 16:55,2,2,82,4,0,1,1,LARO,,,, fuel2_fuel,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,04Year01,7/2/2005 16:55,3,3,36,5,1,2,3,LARO,,,, fuel3_fuel,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,04Year01,7/2/2005 16:55,4,4,312,1,1,2,2,LARO,,,, fuel4_fuel,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,04Year02,7/27/2006 13:26,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Evans ,424659,5395392,11,FPIPO1D10-09,04Year02,7/27/2006 13:26,1,1,317,0,5,9,0,LARO,,,, fuel1_fuel,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,04Year02,7/27/2006 13:26,2,2,82,4,2,11,2,LARO,,,, fuel2_fuel,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,04Year02,7/27/2006 13:26,3,3,36,5,3,0,3,LARO,,,, fuel3_fuel,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,04Year02,7/27/2006 13:26,4,4,312,1,3,16,2,LARO,,,, fuel4_fuel,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,04Year05,5/15/2009 12:03,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Evans ,424659,5395392,11,FPIPO1D10-09,04Year05,5/15/2009 12:03,-2147483648,1,317,4,1,28,1,LARO,,,,,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,04Year05,5/15/2009 12:03,-2147483647,2,82,4,0,4,2,LARO,,,,,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,04Year05,5/15/2009 12:03,-2147483646,3,36,5,7,35,13,LARO,,,,,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,04Year05,5/15/2009 12:03,-2147483645,4,312,1,3,14,2,LARO,,,,,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,04Year10,9/1/2014 15:05,,,,,,,,,,,,,4,6,6,12,bs; jlb,bs; jlb,,,,,TRUE
Evans ,424659,5395392,11,FPIPO1D10-09,04Year10,9/1/2014 15:05,-2147483648,1,317,4,1,15,3,LARO,,,,,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,04Year10,9/1/2014 15:05,-2147483647,2,82,4,1,6,13,LARO,,,,,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,04Year10,9/1/2014 15:05,-2147483646,3,36,5,0,15,5,LARO,,,,,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,04Year10,9/1/2014 15:05,-2147483645,4,312,1,3,20,2,LARO,,,,,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,05Post,5/6/2019 6:52,,,,,,,,,,,,,4,6,6,12,cd;m,cd;mm,,,,,TRUE
Evans ,424659,5395392,11,FPIPO1D10-09,05Post,5/6/2019 6:52,-2147483648,1,317,4,0,1,2,LARO,,,,,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,05Post,5/6/2019 6:52,-2147483647,2,82,4,0,0,1,LARO,,,,,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,05Post,5/6/2019 6:52,-2147483646,3,36,5,0,4,1,LARO,,,,,,,,,,,,,,,
Evans ,424659,5395392,11,FPIPO1D10-09,05Post,5/6/2019 6:52,-2147483645,4,312,1,4,6,1,LARO,,,,,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,00Pre,7/20/2001 0:00,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Evans ,424689,5395425,11,FPIPO1D10-02,00Pre,7/20/2001 0:00,1,1,346,0,0,7,0,LARO,From FMH DFTRANS 1057,,, fuel1_fuel,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,00Pre,7/20/2001 0:00,2,2,85,2,6,5,2,LARO,From FMH DFTRANS 1057,,, fuel2_fuel,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,00Pre,7/20/2001 0:00,3,3,216,1,1,9,0,LARO,From FMH DFTRANS 1057,,, fuel3_fuel,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,00Pre,7/20/2001 0:00,4,4,48,5,2,4,2,LARO,From FMH DFTRANS 1057,,, fuel4_fuel,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,02Year01,6/8/2002 0:00,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Evans ,424689,5395425,11,FPIPO1D10-02,02Year01,6/8/2002 0:00,1,1,346,0,7,8,1,LARO,From FMH DFTRANS 1057,,, fuel1_fuel,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,02Year01,6/8/2002 0:00,2,2,85,2,0,4,1,LARO,From FMH DFTRANS 1057,,, fuel2_fuel,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,02Year01,6/8/2002 0:00,3,3,216,1,1,8,2,LARO,From FMH DFTRANS 1057,,, fuel3_fuel,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,02Year01,6/8/2002 0:00,4,4,48,5,1,13,0,LARO,From FMH DFTRANS 1057,,, fuel4_fuel,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,04Post,5/15/2004 0:00,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Evans ,424689,5395425,11,FPIPO1D10-02,04Post,5/15/2004 0:00,1,1,346,0,0,1,0,LARO,From FMH DFTRANS 1057,,, fuel1_fuel,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,04Post,5/15/2004 0:00,2,2,85,2,1,0,0,LARO,From FMH DFTRANS 1057,,, fuel2_fuel,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,04Post,5/15/2004 0:00,3,3,216,1,1,0,1,LARO,From FMH DFTRANS 1057,,, fuel3_fuel,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,04Post,5/15/2004 0:00,4,4,48,5,2,2,1,LARO,From FMH DFTRANS 1057,,, fuel4_fuel,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,04Year01,7/1/2005 16:53,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Evans ,424689,5395425,11,FPIPO1D10-02,04Year01,7/1/2005 16:53,1,1,346,0,0,0,0,LARO,,,, fuel1_fuel,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,04Year01,7/1/2005 16:53,2,2,85,2,0,0,0,LARO,,,, fuel2_fuel,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,04Year01,7/1/2005 16:53,3,3,216,1,0,2,1,LARO,,,, fuel3_fuel,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,04Year01,7/1/2005 16:53,4,4,48,5,0,1,1,LARO,,,, fuel4_fuel,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,04Year02,7/29/2006 15:27,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Evans ,424689,5395425,11,FPIPO1D10-02,04Year02,7/29/2006 15:27,1,1,346,0,5,3,0,LARO,,,, fuel1_fuel,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,04Year02,7/29/2006 15:27,2,2,85,2,1,0,0,LARO,,,, fuel2_fuel,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,04Year02,7/29/2006 15:27,3,3,216,1,1,2,1,LARO,,,, fuel3_fuel,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,04Year02,7/29/2006 15:27,4,4,48,5,1,4,2,LARO,,,, fuel4_fuel,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,04Year05,5/15/2009 10:05,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Evans ,424689,5395425,11,FPIPO1D10-02,04Year05,5/15/2009 10:05,-2147483648,1,350,0,0,7,1,LARO,,,,,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,04Year05,5/15/2009 10:05,-2147483647,2,85,2,10,6,0,LARO,,,,,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,04Year05,5/15/2009 10:05,-2147483646,3,216,5,2,12,1,LARO,,,,,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,04Year05,5/15/2009 10:05,-2147483645,4,48,5,4,15,2,LARO,,,,,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,04Year10,9/25/2014 15:03,,,,,,,,,,,,,4,6,6,12,cd; sm,cd;sm,,,,,TRUE
Evans ,424689,5395425,11,FPIPO1D10-02,04Year10,9/25/2014 15:03,-2147483648,1,350,0,2,5,1,LARO,,,,,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,04Year10,9/25/2014 15:03,-2147483647,2,85,2,1,3,0,LARO,,,,,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,04Year10,9/25/2014 15:03,-2147483646,3,216,5,1,2,1,LARO,,,,,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,04Year10,9/25/2014 15:03,-2147483645,4,48,5,1,7,0,LARO,,,,,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,05Post,5/5/2019 6:50,,,,,,,,,,,,,4,6,6,12,mm;cd;kc,cd,,,,,TRUE
Evans ,424689,5395425,11,FPIPO1D10-02,05Post,5/5/2019 6:50,-2147483648,1,346,0,0,0,0,LARO,,,,,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,05Post,5/5/2019 6:50,-2147483647,2,85,2,0,3,2,LARO,,,,,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,05Post,5/5/2019 6:50,-2147483646,3,216,5,0,1,2,LARO,,,,,,,,,,,,,,,
Evans ,424689,5395425,11,FPIPO1D10-02,05Post,5/5/2019 6:50,-2147483645,4,48,5,1,1,0,LARO,,,,,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,00Pre,7/22/2001 0:00,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Evans ,424705,5395380,11,FPIPO1D10-01,00Pre,7/22/2001 0:00,1,1,257,2,2,8,2,LARO,From FMH DFTRANS 1057,,, fuel1_fuel,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,00Pre,7/22/2001 0:00,2,2,268,2,2,1,0,LARO,From FMH DFTRANS 1057,,, fuel2_fuel,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,00Pre,7/22/2001 0:00,3,3,271,2,2,4,0,LARO,From FMH DFTRANS 1057,,, fuel3_fuel,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,00Pre,7/22/2001 0:00,4,4,277,2,2,0,0,LARO,From FMH DFTRANS 1057,,, fuel4_fuel,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,02Year01,6/8/2002 0:00,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Evans ,424705,5395380,11,FPIPO1D10-01,02Year01,6/8/2002 0:00,1,1,257,2,2,13,1,LARO,From FMH DFTRANS 1057,,, fuel1_fuel,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,02Year01,6/8/2002 0:00,2,2,268,2,7,15,0,LARO,From FMH DFTRANS 1057,,, fuel2_fuel,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,02Year01,6/8/2002 0:00,3,3,271,2,5,7,0,LARO,From FMH DFTRANS 1057,,, fuel3_fuel,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,02Year01,6/8/2002 0:00,4,4,277,2,0,3,2,LARO,From FMH DFTRANS 1057,,, fuel4_fuel,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,04Post,5/14/2004 0:00,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Evans ,424705,5395380,11,FPIPO1D10-01,04Post,5/14/2004 0:00,1,1,257,2,0,2,1,LARO,From FMH DFTRANS 1057,,, fuel1_fuel,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,04Post,5/14/2004 0:00,2,2,268,2,1,5,0,LARO,From FMH DFTRANS 1057,,, fuel2_fuel,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,04Post,5/14/2004 0:00,3,3,271,2,0,0,0,LARO,From FMH DFTRANS 1057,,, fuel3_fuel,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,04Post,5/14/2004 0:00,4,4,277,2,1,4,0,LARO,From FMH DFTRANS 1057,,, fuel4_fuel,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,04Year01,7/2/2005 13:54,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Evans ,424705,5395380,11,FPIPO1D10-01,04Year01,7/2/2005 13:54,1,1,257,2,0,1,0,LARO,,,, fuel1_fuel,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,04Year01,7/2/2005 13:54,2,2,268,2,1,1,0,LARO,,,, fuel2_fuel,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,04Year01,7/2/2005 13:54,3,3,271,2,0,3,0,LARO,,,, fuel3_fuel,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,04Year01,7/2/2005 13:54,4,4,277,2,1,4,1,LARO,,,, fuel4_fuel,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,04Year02,7/30/2006 8:32,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Evans ,424705,5395380,11,FPIPO1D10-01,04Year02,7/30/2006 8:32,1,1,257,2,0,1,1,LARO,,,, fuel1_fuel,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,04Year02,7/30/2006 8:32,2,2,268,2,0,3,2,LARO,,,, fuel2_fuel,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,04Year02,7/30/2006 8:32,3,3,271,2,3,7,0,LARO,,,, fuel3_fuel,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,04Year02,7/30/2006 8:32,4,4,277,2,5,4,1,LARO,,,, fuel4_fuel,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,04Year05,5/14/2009 15:18,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Evans ,424705,5395380,11,FPIPO1D10-01,04Year05,5/14/2009 15:18,-2147483648,1,257,2,6,10,3,LARO,,,,,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,04Year05,5/14/2009 15:18,-2147483647,2,268,2,4,3,0,LARO,,,,,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,04Year05,5/14/2009 15:18,-2147483646,3,271,2,3,7,0,LARO,,,,,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,04Year05,5/14/2009 15:18,-2147483645,4,277,2,4,6,1,LARO,,,,,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,04Year10,9/24/2014 15:01,,,,,,,,,,,,,4,6,6,12,JRB; CD,JRB; CD,,,,,TRUE
Evans ,424705,5395380,11,FPIPO1D10-01,04Year10,9/24/2014 15:01,-2147483648,1,257,2,7,8,1,LARO,,,,,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,04Year10,9/24/2014 15:01,-2147483647,2,268,2,0,2,0,LARO,,,,,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,04Year10,9/24/2014 15:01,-2147483646,3,271,2,2,15,0,LARO,,,,,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,04Year10,9/24/2014 15:01,-2147483645,4,277,2,0,3,1,LARO,,,,,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,05Post,5/6/2019 6:48,,,,,,,,,,,,,4,6,6,12,mm;cd,mm;cd,,,,,TRUE
Evans ,424705,5395380,11,FPIPO1D10-01,05Post,5/6/2019 6:48,-2147483648,1,257,2,4,3,1,LARO,,,,,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,05Post,5/6/2019 6:48,-2147483647,2,268,2,0,2,0,LARO,,,,,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,05Post,5/6/2019 6:48,-2147483646,3,271,2,0,4,1,LARO,,,,,,,,,,,,,,,
Evans ,424705,5395380,11,FPIPO1D10-01,05Post,5/6/2019 6:48,-2147483645,4,277,2,3,0,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,00Pre,6/4/2007 11:49,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,00Pre,6/4/2007 11:49,1,1,344,0,2,3,0,LARO,,,, fuel1_fuel,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,00Pre,6/4/2007 11:49,2,2,31,0,1,3,0,LARO,,,, fuel2_fuel,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,00Pre,6/4/2007 11:49,3,3,323,1,3,6,2,LARO,,,, fuel3_fuel,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,00Pre,6/4/2007 11:49,4,4,19,0,5,7,0,LARO,,,, fuel4_fuel,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,10Post,5/14/2012 15:09,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,10Post,5/14/2012 15:09,-2147483648,1,344,0,2,3,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,10Post,5/14/2012 15:09,-2147483647,2,31,0,3,22,9,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,10Post,5/14/2012 15:09,-2147483646,3,323,2,4,9,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,10Post,5/14/2012 15:09,-2147483645,4,19,2,4,6,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,10Year01,5/14/2012 15:55,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,10Year01,5/14/2012 15:55,-2147483648,1,344,0,2,3,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,10Year01,5/14/2012 15:55,-2147483647,2,31,0,3,22,9,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,10Year01,5/14/2012 15:55,-2147483646,3,323,2,4,9,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,10Year01,5/14/2012 15:55,-2147483645,4,19,2,4,6,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,10Year02,6/24/2013 13:30,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,10Year02,6/24/2013 13:30,-2147483648,1,344,0,5,2,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,10Year02,6/24/2013 13:30,-2147483647,2,31,0,3,22,11,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,10Year02,6/24/2013 13:30,-2147483646,3,323,2,1,9,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,10Year02,6/24/2013 13:30,-2147483645,4,19,2,5,7,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,10Year05,8/1/2016 11:32,,,,,,,,,,,,,4,6,6,12,MJ.JT,JT.MJ,,,,,TRUE
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,10Year05,8/1/2016 11:32,-2147483648,1,331,0,7,4,1,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,10Year05,8/1/2016 11:32,-2147483647,2,31,0,9,22,10,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,10Year05,8/1/2016 11:32,-2147483646,3,323,2,6,3,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,10Year05,8/1/2016 11:32,-2147483645,4,19,2,15,3,0,LARO,,,,,,,,,,,,,,,
Ft. Spokane,402777,5307467,11,FPIPO1D10-22,13Post,10/8/2016 8:41,,,,,,,,,,,,,4,6,6,6,MJ.ZT.ML,,,,,,TRUE
